id,topic,visitor_id,user_id,timestamp,event_type,product_id,order_id_for_refund,is_recommended,recommendation_view
123,user-events,,472,2026-02-18T09:31:46,view,166,,False,
322,user-events,,162,2026-02-19T11:14:39,add_to_cart,137,,False,
491,recommendation-actions,visitor_491,,2026-02-19T11:18:03,recommendation_shown,130,,False,
192,user-events,,682,2026-02-20T01:03:19,view,14,,False,
28,user-events,,748,2026-02-20T12:14:29,view,19,,True,notification
410,notification-events,,474,2026-02-20T23:37:36,offer_declined,,,False,
382,recommendation-actions,visitor_382,,2026-02-21T05:12:59,recommendation_rejected,200,,True,product_detail
209,user-events,,421,2026-02-21T06:02:14,view,154,,False,
230,user-events,visitor_230,,2026-02-21T21:08:45,view,134,,False,
483,user-events,,796,2026-02-22T04:46:10,delete_from_cart,38,,False,
114,user-events,,931,2026-02-22T13:41:46,delete_from_cart,105,,False,
451,user-events,,475,2026-02-22T20:34:12,view,67,,False,
338,recommendation-actions,,51,2026-02-23T08:17:02,recommendation_shown,14,,False,
239,user-events,visitor_239,,2026-02-23T14:23:51,view,70,,False,
316,user-events,,847,2026-02-23T19:26:11,view,60,,False,
400,user-events,,722,2026-02-23T21:20:08,add_to_cart,118,,True,product_detail
403,recommendation-actions,,157,2026-02-23T22:41:06,recommendation_shown,125,,False,
367,recommendation-actions,,621,2026-02-24T07:49:51,recommendation_shown,94,,False,
476,user-events,,216,2026-02-24T08:56:57,view,161,,False,
155,user-events,,69,2026-02-24T21:30:58,view,25,,False,
391,user-events,,253,2026-02-25T01:57:49,quantity,168,,False,
105,recommendation-actions,visitor_105,,2026-02-25T03:24:29,recommendation_shown,43,,False,
186,user-events,,950,2026-02-25T08:49:10,transaction,146,,False,
60,user-events,,274,2026-02-25T23:21:13,view,130,,False,
462,user-events,,946,2026-02-26T06:18:07,view,102,,False,
34,user-events,,111,2026-02-26T12:01:09,view,151,,False,
14,recommendation-actions,,737,2026-02-26T14:25:37,recommendation_shown,182,,False,
177,user-events,,615,2026-02-26T23:08:32,add_to_cart,112,,False,
439,recommendation-actions,,935,2026-02-27T09:51:37,recommendation_shown,60,,False,
435,user-events,,236,2026-02-27T12:01:19,view,76,,False,
404,user-events,,985,2026-02-28T01:10:00,view,145,,False,
249,user-events,,141,2026-02-28T13:07:29,view,173,,False,
388,notification-events,,737,2026-02-28T13:28:50,discount_offer_sent,108,,False,
95,user-events,,910,2026-03-01T03:31:13,view,124,,False,
145,user-events,,764,2026-03-01T14:22:56,add_to_cart,6,,False,
494,user-events,,744,2026-03-01T22:58:00,view,111,,False,
69,user-events,visitor_69,,2026-03-02T01:16:28,view,62,,False,
30,user-events,,895,2026-03-02T03:54:08,transaction,113,,False,
142,user-events,,408,2026-03-02T22:07:55,add_to_cart,7,,False,
176,user-events,,558,2026-03-02T23:51:22,view,,,False,
160,recommendation-actions,,873,2026-03-03T07:21:08,recommendation_shown,100,,False,
330,user-events,visitor_330,,2026-03-03T13:07:27,view,,,True,notification
372,user-events,,239,2026-03-03T19:01:24,view,,,True,notification
357,recommendation-actions,,57,2026-03-03T22:22:02,recommendation_shown,170,,False,
236,recommendation-actions,visitor_236,,2026-03-04T08:50:56,recommendation_shown,84,,False,
383,recommendation-actions,,962,2026-03-04T09:46:35,recommendation_shown,100,,False,
407,user-events,,356,2026-03-04T11:06:25,view,58,,False,
312,user-events,,403,2026-03-04T15:29:44,view,50,,False,
363,user-events,,47,2026-03-05T03:45:04,view,179,,True,final_cart
52,user-events,visitor_52,,2026-03-07T16:27:05,view,8,,False,
360,user-events,visitor_360,,2026-03-07T18:26:05,delete_from_cart,152,,False,
138,user-events,,478,2026-03-07T23:44:53,add_to_cart,100,,False,
271,user-events,,165,2026-03-08T09:59:07,view,60,,True,product_detail
151,recommendation-actions,visitor_151,,2026-03-08T13:49:43,recommendation_shown,80,,False,
44,user-events,,530,2026-03-09T00:10:11,view,123,,False,
268,user-events,,691,2026-03-09T02:04:26,view,,,False,
285,user-events,,415,2026-03-10T17:27:18,delete_from_cart,169,,False,
17,user-events,,533,2026-03-11T02:33:38,add_to_cart,71,,True,final_cart
159,recommendation-actions,,668,2026-03-11T03:49:17,recommendation_shown,85,,False,
468,recommendation-actions,,258,2026-03-11T05:03:32,recommendation_rejected,68,,True,final_cart
385,user-events,,799,2026-03-11T12:54:43,view,2,,True,home
66,user-events,,551,2026-03-11T19:28:34,add_to_cart,68,,True,notification
173,user-events,,432,2026-03-12T11:17:45,view,43,,False,
352,user-events,,939,2026-03-12T15:02:04,view,146,,False,
94,user-events,,241,2026-03-12T15:54:50,view,146,,False,
283,user-events,,970,2026-03-12T19:38:45,view,69,,True,notification
478,user-events,,532,2026-03-12T22:37:24,quantity,23,,True,product_detail
320,recommendation-actions,,36,2026-03-13T10:46:51,recommendation_rejected,187,,False,
168,recommendation-actions,,269,2026-03-13T17:44:48,recommendation_shown,28,,False,
302,user-events,,267,2026-03-14T05:51:21,view,,,False,
131,user-events,,359,2026-03-15T05:24:20,view,30,,False,
340,recommendation-actions,,868,2026-03-15T10:18:33,recommendation_rejected,187,,True,home
495,recommendation-actions,,929,2026-03-15T19:46:53,recommendation_shown,129,,False,
252,recommendation-actions,visitor_252,,2026-03-16T02:00:29,recommendation_clicked,30,,True,final_cart
485,user-events,,408,2026-03-16T15:50:41,view,39,,False,
309,user-events,visitor_309,,2026-03-16T16:48:25,view,78,,False,
43,recommendation-actions,,329,2026-03-16T17:42:26,recommendation_shown,186,,True,notification
191,recommendation-actions,,4,2026-03-16T19:03:10,recommendation_rejected,1,,True,final_cart
480,user-events,,780,2026-03-16T23:45:13,view,122,,False,
225,user-events,visitor_225,,2026-03-17T00:45:56,view,59,,True,product_detail
79,user-events,,207,2026-03-17T04:41:45,add_to_cart,56,,False,
185,recommendation-actions,visitor_185,,2026-03-17T15:33:30,recommendation_shown,104,,False,
374,user-events,,503,2026-03-17T16:02:57,view,118,,False,
59,user-events,,390,2026-03-18T09:42:47,view,151,,False,
333,user-events,,249,2026-03-18T11:49:08,refund_request,78,ORD-MFAI6T9H,True,home
437,user-events,,295,2026-03-18T21:16:19,view,193,,False,
153,user-events,visitor_153,,2026-03-19T13:20:08,view,67,,False,
496,user-events,,532,2026-03-19T15:19:57,add_to_cart,43,,False,
444,user-events,visitor_444,,2026-03-19T22:26:28,view,173,,False,
100,notification-events,visitor_100,,2026-03-20T01:55:31,discount_offer_sent,146,,False,
39,user-events,,283,2026-03-20T14:25:39,view,167,,True,final_cart
418,recommendation-actions,,876,2026-03-20T21:49:43,recommendation_shown,55,,True,notification
220,user-events,visitor_220,,2026-03-21T05:10:59,view,31,,False,
293,recommendation-actions,,238,2026-03-21T21:00:04,recommendation_accepted,195,,False,
263,user-events,,742,2026-03-22T00:07:34,view,20,,True,final_cart
184,user-events,visitor_184,,2026-03-22T16:15:20,view,14,,False,
92,user-events,,393,2026-03-22T16:36:17,refund_request,8,ORD-ZJ4BV7X7,False,
319,user-events,,256,2026-03-22T19:33:30,view,107,,False,
473,user-events,visitor_473,,2026-03-22T20:52:47,view,168,,False,
57,user-events,,803,2026-03-22T22:10:47,add_to_cart,32,,True,home
373,user-events,,309,2026-03-22T22:44:49,view,12,,False,
331,recommendation-actions,,615,2026-03-22T23:20:40,recommendation_shown,70,,False,
368,user-events,visitor_368,,2026-03-23T14:33:11,transaction,,,True,final_cart
458,user-events,,31,2026-03-23T22:06:32,add_to_cart,75,,False,
213,user-events,,343,2026-03-24T22:23:12,view,178,,False,
248,user-events,,90,2026-03-25T16:41:07,view,51,,False,
75,user-events,,582,2026-03-26T00:15:31,view,143,,False,
499,user-events,,124,2026-03-26T02:25:59,view,136,,False,
102,user-events,,131,2026-03-26T11:51:57,refund_request,190,ORD-CT2X5QYP,False,
431,recommendation-actions,,250,2026-03-26T15:35:29,recommendation_accepted,3,,False,
420,recommendation-actions,,285,2026-03-27T17:25:53,recommendation_accepted,106,,False,
202,notification-events,,914,2026-03-27T22:49:31,reminder_sent,,,False,
101,recommendation-actions,visitor_101,,2026-03-28T08:22:56,recommendation_clicked,198,,False,
146,user-events,,553,2026-03-28T20:42:47,view,81,,False,
31,recommendation-actions,,733,2026-03-29T18:15:34,recommendation_shown,7,,True,notification
492,user-events,,636,2026-03-30T02:38:55,quantity,105,,True,final_cart
244,user-events,visitor_244,,2026-03-30T03:30:10,add_to_cart,66,,False,
116,recommendation-actions,visitor_116,,2026-03-30T05:39:12,recommendation_clicked,87,,False,
477,user-events,,548,2026-03-30T07:00:44,add_to_cart,115,,False,
120,user-events,,868,2026-03-30T19:00:45,quantity,180,,False,
18,user-events,,216,2026-03-30T22:41:30,view,12,,False,
353,user-events,,106,2026-03-31T05:51:45,delete_from_cart,22,,False,
356,user-events,visitor_356,,2026-03-31T10:40:46,add_to_cart,139,,True,home
162,recommendation-actions,,890,2026-03-31T18:53:21,recommendation_accepted,117,,False,
53,recommendation-actions,,752,2026-04-01T07:32:11,recommendation_shown,20,,False,
91,user-events,,344,2026-04-01T12:32:15,view,,,True,final_cart
379,user-events,,858,2026-04-01T13:26:26,view,135,,True,product_detail
8,recommendation-actions,,426,2026-04-01T15:41:39,recommendation_shown,118,,False,
152,recommendation-actions,,226,2026-04-01T20:41:57,recommendation_clicked,,,False,
217,user-events,,6,2026-04-02T06:44:35,view,178,,False,
490,user-events,,711,2026-04-02T11:16:58,delete_from_cart,177,,False,
241,recommendation-actions,,209,2026-04-02T11:20:09,recommendation_shown,53,,True,notification
51,user-events,,837,2026-04-02T11:54:00,view,9,,False,
442,user-events,visitor_442,,2026-04-03T07:00:09,view,90,,False,
296,recommendation-actions,,797,2026-04-03T15:11:55,recommendation_clicked,,,False,
207,user-events,,1000,2026-04-03T17:08:27,view,95,,False,
460,user-events,,397,2026-04-03T21:29:57,quantity,189,,True,home
165,user-events,visitor_165,,2026-04-04T01:25:01,add_to_cart,63,,False,
15,user-events,,490,2026-04-04T11:20:22,add_to_cart,183,,False,
10,user-events,,813,2026-04-04T15:35:18,add_to_cart,194,,False,
311,user-events,,514,2026-04-05T08:30:49,add_to_cart,41,,False,
74,user-events,,783,2026-04-05T12:22:53,view,178,,False,
195,user-events,,740,2026-04-05T15:34:08,view,142,,False,
392,user-events,,524,2026-04-06T07:37:18,view,115,,False,
299,recommendation-actions,,539,2026-04-06T12:14:14,recommendation_shown,79,,False,
147,user-events,,643,2026-04-06T15:25:24,view,150,,False,
164,user-events,visitor_164,,2026-04-06T15:41:44,view,76,,False,
335,user-events,,73,2026-04-07T01:04:07,view,196,,True,home
341,user-events,visitor_341,,2026-04-07T03:36:27,view,153,,False,
140,user-events,,495,2026-04-08T02:45:30,view,184,,False,
259,user-events,,565,2026-04-08T06:34:49,view,91,,False,
380,recommendation-actions,,396,2026-04-08T08:30:02,recommendation_shown,,,False,
323,user-events,visitor_323,,2026-04-09T22:33:13,view,182,,False,
497,user-events,,103,2026-04-10T05:00:13,add_to_cart,150,,False,
222,user-events,,254,2026-04-10T13:24:30,add_to_cart,167,,False,
365,user-events,,162,2026-04-10T21:11:50,transaction,,,False,
258,user-events,,196,2026-04-10T23:35:40,view,27,,False,
84,user-events,,241,2026-04-11T01:47:16,view,142,,False,
129,user-events,,505,2026-04-11T02:40:04,view,153,,False,
3,recommendation-actions,visitor_3,,2026-04-11T11:55:49,recommendation_clicked,200,,False,
387,recommendation-actions,,775,2026-04-11T21:13:41,recommendation_shown,139,,False,
412,user-events,,987,2026-04-12T02:04:48,transaction,108,,False,
434,recommendation-actions,visitor_434,,2026-04-12T04:34:39,recommendation_shown,166,,False,
29,user-events,,225,2026-04-12T18:04:29,view,89,,False,
189,recommendation-actions,visitor_189,,2026-04-12T23:23:01,recommendation_shown,2,,False,
455,user-events,,819,2026-04-13T23:39:08,view,76,,False,
344,user-events,,619,2026-04-14T11:26:48,delete_from_cart,40,,False,
161,user-events,visitor_161,,2026-04-15T22:12:08,view,,,False,
415,user-events,visitor_415,,2026-04-16T07:16:21,view,156,,False,
118,recommendation-actions,,643,2026-04-16T13:26:35,recommendation_shown,120,,False,
156,user-events,visitor_156,,2026-04-16T16:30:13,transaction,40,,False,
423,user-events,,601,2026-04-17T00:34:19,view,111,,True,final_cart
318,user-events,visitor_318,,2026-04-17T06:19:19,transaction,66,,False,
396,user-events,visitor_396,,2026-04-17T08:01:03,add_to_cart,81,,False,
350,user-events,visitor_350,,2026-04-18T03:19:10,view,181,,True,home
188,user-events,,403,2026-04-18T17:25:17,view,58,,True,home
48,user-events,,761,2026-04-19T03:37:50,view,169,,False,
181,recommendation-actions,,224,2026-04-20T10:23:16,recommendation_clicked,65,,False,
305,recommendation-actions,,119,2026-04-20T21:50:50,recommendation_clicked,139,,False,
135,user-events,,711,2026-04-21T11:44:49,delete_from_cart,21,,False,
397,recommendation-actions,,454,2026-04-22T13:55:36,recommendation_shown,171,,False,
200,user-events,,265,2026-04-22T15:56:43,view,5,,False,
290,user-events,,186,2026-04-22T22:35:54,view,120,,False,
211,user-events,,961,2026-04-23T05:07:45,refund_request,58,ORD-5EJDZIL4,False,
171,user-events,,629,2026-04-24T05:11:32,view,20,,False,
172,user-events,,939,2026-04-24T13:11:42,add_to_cart,138,,False,
111,user-events,visitor_111,,2026-04-24T18:38:12,add_to_cart,19,,False,
196,user-events,visitor_196,,2026-04-25T01:53:07,view,168,,False,
370,recommendation-actions,,118,2026-04-25T05:12:50,recommendation_clicked,140,,False,
417,user-events,,616,2026-04-25T06:48:05,view,21,,False,
467,user-events,,539,2026-04-25T09:38:02,quantity,46,,False,
235,recommendation-actions,,572,2026-04-25T15:52:36,recommendation_rejected,166,,False,
128,user-events,,909,2026-04-25T18:22:59,view,37,,True,notification
337,user-events,visitor_337,,2026-04-25T21:12:01,view,28,,False,
68,user-events,,706,2026-04-26T08:38:20,view,141,,False,
130,user-events,,792,2026-04-27T20:19:26,delete_from_cart,71,,False,
221,user-events,visitor_221,,2026-04-27T22:35:17,view,115,,False,
255,user-events,visitor_255,,2026-04-27T23:17:47,view,43,,False,
205,user-events,visitor_205,,2026-04-28T03:48:57,view,147,,False,
89,user-events,,232,2026-04-28T04:05:41,view,122,,False,
438,user-events,,659,2026-04-28T12:37:24,add_to_cart,119,,False,
398,user-events,,961,2026-04-28T14:51:26,view,117,,True,product_detail
224,notification-events,,776,2026-04-28T17:43:20,discount_offer_sent,11,,False,
277,user-events,visitor_277,,2026-04-29T06:21:17,view,68,,False,
49,user-events,,170,2026-05-01T07:58:45,transaction,105,,False,
132,recommendation-actions,,461,2026-05-01T15:16:41,recommendation_accepted,58,,False,
427,user-events,visitor_427,,2026-05-01T21:16:42,view,80,,False,
306,user-events,,255,2026-05-01T21:22:02,add_to_cart,151,,False,
424,user-events,,383,2026-05-02T10:15:39,view,136,,False,
71,user-events,,423,2026-05-02T11:49:44,view,139,,False,
329,user-events,,393,2026-05-02T12:03:23,quantity,184,,False,
274,user-events,,404,2026-05-02T13:19:13,delete_from_cart,198,,True,notification
298,recommendation-actions,visitor_298,,2026-05-02T21:52:53,recommendation_shown,25,,False,
327,recommendation-actions,,161,2026-05-03T06:40:27,recommendation_shown,40,,False,
62,user-events,,309,2026-05-04T18:42:46,add_to_cart,85,,False,
149,user-events,,990,2026-05-05T01:09:32,add_to_cart,59,,False,
183,user-events,visitor_183,,2026-05-05T08:15:21,add_to_cart,140,,False,
472,user-events,visitor_472,,2026-05-06T16:10:46,add_to_cart,77,,False,
303,user-events,,602,2026-05-06T23:12:40,add_to_cart,45,,False,
348,user-events,,129,2026-05-07T03:48:21,view,20,,False,
194,recommendation-actions,,192,2026-05-07T13:06:16,recommendation_shown,173,,False,
64,recommendation-actions,,128,2026-05-07T23:21:19,recommendation_shown,38,,False,
41,user-events,visitor_41,,2026-05-08T02:37:55,add_to_cart,120,,True,home
45,recommendation-actions,visitor_45,,2026-05-08T15:38:24,recommendation_shown,90,,True,home
317,user-events,,633,2026-05-08T17:38:45,view,175,,False,
77,user-events,,110,2026-05-09T01:42:10,view,17,,False,
276,user-events,,924,2026-05-09T09:16:31,view,9,,False,
197,user-events,,226,2026-05-09T10:14:26,delete_from_cart,16,,False,
332,user-events,,851,2026-05-10T04:12:04,view,22,,False,
208,user-events,,815,2026-05-10T17:51:50,transaction,110,,False,
119,user-events,,24,2026-05-11T04:24:36,add_to_cart,127,,True,home
137,notification-events,,581,2026-05-11T11:46:53,discount_offer_sent,165,,False,
33,user-events,,564,2026-05-12T12:57:39,view,141,,False,
218,user-events,,430,2026-05-12T20:01:34,view,198,,False,
9,user-events,,630,2026-05-13T00:15:11,view,54,,False,
232,user-events,,214,2026-05-13T01:48:54,view,138,,False,
349,user-events,,122,2026-05-13T05:54:02,delete_from_cart,31,,True,final_cart
2,user-events,,672,2026-05-13T14:34:06,add_to_cart,107,,False,
449,user-events,,606,2026-05-14T01:33:39,view,53,,False,
282,user-events,,755,2026-05-14T02:20:38,view,119,,False,
281,user-events,,87,2026-05-14T04:12:59,view,,,False,
394,user-events,visitor_394,,2026-05-14T15:10:23,transaction,10,,False,
36,user-events,,957,2026-05-14T16:25:54,view,102,,False,
139,recommendation-actions,visitor_139,,2026-05-14T20:38:33,recommendation_shown,124,,False,
234,user-events,,5,2026-05-15T23:55:43,delete_from_cart,53,,True,home
378,user-events,,583,2026-05-16T08:28:50,add_to_cart,88,,False,
65,user-events,,708,2026-05-16T13:17:39,quantity,180,,True,home
98,user-events,,314,2026-05-16T23:01:34,view,1,,False,
73,recommendation-actions,,241,2026-05-17T04:11:40,recommendation_clicked,99,,False,
301,recommendation-actions,,637,2026-05-17T17:40:35,recommendation_shown,123,,False,
204,user-events,,141,2026-05-18T01:23:19,view,171,,False,
275,user-events,visitor_275,,2026-05-18T07:12:56,transaction,54,,True,final_cart
134,user-events,,82,2026-05-18T07:44:27,view,35,,False,
148,user-events,,837,2026-05-19T08:28:16,add_to_cart,17,,False,
61,user-events,,249,2026-05-19T17:08:53,transaction,98,,False,
58,user-events,,148,2026-05-19T23:29:35,delete_from_cart,173,,False,
278,user-events,visitor_278,,2026-05-20T06:28:24,add_to_cart,150,,False,
339,user-events,,859,2026-05-20T13:14:30,view,171,,False,
242,recommendation-actions,,208,2026-05-20T22:07:20,recommendation_shown,93,,True,notification
469,user-events,,525,2026-05-20T22:52:26,view,8,,True,final_cart
441,recommendation-actions,,948,2026-05-21T07:38:41,recommendation_clicked,146,,False,
313,user-events,,930,2026-05-21T07:55:03,view,106,,False,
498,user-events,,477,2026-05-21T12:06:37,quantity,164,,True,home
212,user-events,,277,2026-05-21T18:15:44,delete_from_cart,160,,False,
416,user-events,,413,2026-05-22T02:07:12,view,21,,False,
430,recommendation-actions,,302,2026-05-22T18:23:17,recommendation_shown,45,,False,
461,user-events,,417,2026-05-23T05:28:15,delete_from_cart,77,,False,
414,recommendation-actions,,94,2026-05-23T13:19:46,recommendation_clicked,122,,False,
254,user-events,,372,2026-05-23T20:42:24,view,175,,False,
133,user-events,visitor_133,,2026-05-23T23:59:33,delete_from_cart,55,,False,
