id,topic,visitor_id,user_id,timestamp,event_type,product_id,order_id_for_refund,is_recommended,recommendation_view
51,user-events,,759,2026-02-05T18:06:30,transaction,145,,False,
76,recommendation-actions,,702,2026-02-05T18:32:59,recommendation_shown,163,,False,
257,user-events,,778,2026-02-05T22:14:02,view,35,,False,
154,user-events,,115,2026-02-06T01:01:14,view,182,,False,
498,user-events,visitor_498,,2026-02-06T03:07:28,delete_from_cart,78,,False,
96,user-events,,506,2026-02-06T06:24:25,view,185,,False,
308,recommendation-actions,,224,2026-02-06T11:15:18,recommendation_clicked,97,,False,
408,recommendation-actions,,54,2026-02-06T18:15:01,recommendation_clicked,156,,False,
372,user-events,,840,2026-02-07T02:09:40,add_to_cart,14,,False,
89,recommendation-actions,,915,2026-02-07T07:46:26,recommendation_clicked,43,,True,final_cart
193,user-events,,93,2026-02-07T08:14:09,view,46,,True,home
439,user-events,,756,2026-02-07T21:55:24,view,1,,False,
415,user-events,,495,2026-02-09T05:20:26,transaction,89,,False,
310,notification-events,,12,2026-02-09T06:41:35,offer_accepted,21,ORD-0K0ZCXRK,False,
78,user-events,,152,2026-02-09T12:21:39,add_to_cart,181,,False,
429,user-events,,50,2026-02-09T17:17:13,view,8,,False,
136,user-events,visitor_136,,2026-02-10T09:17:02,view,130,,False,
383,user-events,visitor_383,,2026-02-10T10:21:21,view,37,,True,final_cart
311,user-events,,344,2026-02-10T11:46:22,view,77,,False,
9,user-events,,36,2026-02-11T02:54:44,transaction,179,,False,
20,recommendation-actions,,236,2026-02-11T05:04:30,recommendation_shown,112,,False,
155,user-events,,310,2026-02-11T07:41:10,view,79,,False,
279,recommendation-actions,,193,2026-02-11T16:58:13,recommendation_accepted,24,,False,
125,user-events,visitor_125,,2026-02-12T11:28:01,add_to_cart,156,,True,product_detail
172,user-events,,679,2026-02-12T21:22:37,delete_from_cart,171,,False,
198,user-events,,808,2026-02-13T15:28:35,add_to_cart,106,,False,
488,user-events,,826,2026-02-13T17:43:51,view,58,,False,
309,user-events,,183,2026-02-14T09:30:42,view,35,,False,
432,recommendation-actions,,44,2026-02-16T08:28:51,recommendation_accepted,44,,False,
191,user-events,,743,2026-02-16T19:21:03,view,27,,False,
220,user-events,,405,2026-02-17T02:34:05,view,116,,False,
390,notification-events,,531,2026-02-18T04:26:56,offer_declined,82,,False,
68,recommendation-actions,,655,2026-02-18T04:35:10,recommendation_shown,82,,False,
200,user-events,,335,2026-02-18T05:09:40,view,104,,False,
37,recommendation-actions,,495,2026-02-18T18:56:53,recommendation_shown,101,,False,
466,recommendation-actions,,70,2026-02-19T23:12:19,recommendation_clicked,193,,False,
484,user-events,,483,2026-02-20T10:30:56,add_to_cart,172,,False,
244,user-events,,116,2026-02-20T13:40:51,add_to_cart,67,,False,
254,recommendation-actions,,989,2026-02-20T22:45:03,recommendation_shown,31,,False,
230,recommendation-actions,,471,2026-02-21T12:38:25,recommendation_shown,153,,True,notification
245,user-events,,118,2026-02-21T15:58:21,view,67,,False,
108,recommendation-actions,,381,2026-02-21T18:30:44,recommendation_clicked,141,,False,
411,recommendation-actions,,947,2026-02-21T21:09:41,recommendation_shown,166,,False,
247,user-events,,584,2026-02-22T05:41:51,view,54,,True,notification
152,notification-events,,300,2026-02-22T18:58:31,offer_accepted,155,ORD-S1XK03NN,False,
175,user-events,,693,2026-02-23T00:30:07,view,79,,False,
448,recommendation-actions,,597,2026-02-23T05:31:59,recommendation_shown,55,,False,
302,user-events,,656,2026-02-23T07:12:00,quantity,,,False,
456,user-events,visitor_456,,2026-02-25T00:45:33,delete_from_cart,135,,False,
214,recommendation-actions,,892,2026-02-25T05:20:54,recommendation_shown,69,,False,
199,user-events,visitor_199,,2026-02-25T07:37:22,transaction,16,,False,
500,recommendation-actions,,208,2026-02-25T11:57:40,recommendation_accepted,198,,False,
333,user-events,,275,2026-02-25T12:38:28,view,134,,False,
386,user-events,,189,2026-02-25T13:11:48,add_to_cart,157,,False,
35,user-events,,920,2026-02-25T18:19:15,view,85,,False,
278,user-events,,770,2026-02-25T20:38:11,add_to_cart,118,,False,
264,user-events,,133,2026-02-25T21:12:36,view,30,,False,
163,user-events,,118,2026-02-25T22:21:28,view,174,,False,
128,recommendation-actions,,851,2026-02-26T13:01:57,recommendation_clicked,,,False,
387,user-events,,73,2026-02-26T23:25:08,add_to_cart,181,,False,
495,recommendation-actions,,300,2026-02-27T03:37:51,recommendation_shown,1,,False,
469,user-events,,122,2026-02-27T04:14:37,view,38,,False,
226,user-events,,394,2026-02-27T06:52:23,add_to_cart,178,,False,
208,recommendation-actions,visitor_208,,2026-02-27T16:08:50,recommendation_shown,102,,False,
205,user-events,,440,2026-02-27T22:05:17,add_to_cart,38,,False,
436,user-events,,837,2026-02-28T03:04:17,view,164,,False,
95,user-events,,251,2026-02-28T16:21:05,view,90,,False,
224,user-events,visitor_224,,2026-02-28T21:28:23,view,149,,False,
1,user-events,,445,2026-03-02T17:12:20,view,22,,False,
404,recommendation-actions,,896,2026-03-03T01:10:12,recommendation_shown,41,,False,
406,user-events,,529,2026-03-03T04:56:54,refund_request,85,ORD-XVYXZ8IQ,False,
304,user-events,,432,2026-03-03T08:25:04,transaction,15,,False,
349,user-events,,502,2026-03-03T22:47:39,quantity,40,,True,home
424,user-events,,803,2026-03-05T06:50:35,view,24,,False,
395,user-events,,697,2026-03-05T08:11:31,view,78,,False,
36,user-events,,250,2026-03-05T12:54:40,view,135,,True,home
357,user-events,,90,2026-03-05T22:22:46,view,192,,False,
225,user-events,,486,2026-03-06T02:04:35,quantity,192,,False,
55,user-events,,422,2026-03-06T10:08:13,view,2,,False,
487,user-events,,139,2026-03-06T18:25:46,view,34,,False,
337,recommendation-actions,visitor_337,,2026-03-07T02:40:28,recommendation_shown,40,,False,
255,user-events,,7,2026-03-07T12:06:30,view,134,,False,
179,user-events,,530,2026-03-07T17:16:09,view,108,,False,
369,user-events,,854,2026-03-07T21:07:30,view,88,,False,
322,user-events,,253,2026-03-08T02:46:04,view,189,,False,
25,user-events,,174,2026-03-09T16:32:54,quantity,28,,False,
135,user-events,visitor_135,,2026-03-09T20:14:13,add_to_cart,107,,False,
178,user-events,,494,2026-03-10T00:33:44,view,84,,True,product_detail
52,recommendation-actions,,202,2026-03-10T07:40:29,recommendation_clicked,159,,True,notification
209,user-events,visitor_209,,2026-03-10T11:00:45,quantity,77,,False,
471,user-events,visitor_471,,2026-03-10T11:48:30,view,149,,False,
427,notification-events,visitor_427,,2026-03-11T04:34:35,offer_accepted,35,ORD-V8IWPASI,False,
253,user-events,,127,2026-03-11T07:17:41,view,49,,True,final_cart
332,user-events,,377,2026-03-11T08:46:52,view,181,,False,
470,user-events,visitor_470,,2026-03-11T22:20:49,view,42,,False,
137,user-events,visitor_137,,2026-03-11T23:20:47,view,34,,True,final_cart
490,user-events,,255,2026-03-12T06:48:19,view,192,,False,
273,user-events,,96,2026-03-12T23:25:05,view,117,,False,
169,user-events,,29,2026-03-13T08:42:01,delete_from_cart,65,,False,
434,recommendation-actions,,639,2026-03-13T22:51:12,recommendation_clicked,,,False,
446,recommendation-actions,,8,2026-03-14T00:53:15,recommendation_clicked,151,,False,
219,recommendation-actions,,239,2026-03-14T08:22:36,recommendation_clicked,19,,False,
234,user-events,,731,2026-03-14T09:33:28,add_to_cart,105,,False,
461,user-events,visitor_461,,2026-03-15T10:12:07,view,98,,False,
288,recommendation-actions,visitor_288,,2026-03-15T10:34:49,recommendation_shown,137,,False,
345,user-events,,683,2026-03-15T18:16:05,add_to_cart,117,,False,
318,user-events,,104,2026-03-16T10:59:24,view,105,,False,
464,user-events,,324,2026-03-16T11:12:05,view,182,,False,
324,recommendation-actions,,413,2026-03-16T14:10:42,recommendation_clicked,75,,False,
360,user-events,,845,2026-03-17T02:40:45,add_to_cart,108,,False,
376,recommendation-actions,,310,2026-03-17T13:49:23,recommendation_accepted,3,,False,
442,user-events,,41,2026-03-17T23:32:00,add_to_cart,145,,False,
319,user-events,,403,2026-03-18T06:20:04,delete_from_cart,170,,False,
38,user-events,,149,2026-03-18T15:02:59,view,53,,False,
12,user-events,visitor_12,,2026-03-21T06:25:56,view,90,,False,
321,recommendation-actions,,423,2026-03-21T10:06:39,recommendation_clicked,187,,False,
107,user-events,,449,2026-03-21T11:45:18,view,111,,False,
494,user-events,,810,2026-03-21T16:18:39,view,175,,False,
249,user-events,,753,2026-03-21T18:03:45,view,52,,False,
192,recommendation-actions,,811,2026-03-21T18:47:44,recommendation_clicked,180,,False,
268,recommendation-actions,,444,2026-03-22T05:47:56,recommendation_shown,184,,False,
474,recommendation-actions,,549,2026-03-23T05:16:03,recommendation_shown,159,,False,
481,user-events,,429,2026-03-23T05:59:25,transaction,95,,False,
77,user-events,,862,2026-03-24T01:48:30,add_to_cart,72,,False,
364,user-events,visitor_364,,2026-03-24T04:59:26,view,133,,False,
140,recommendation-actions,,574,2026-03-24T11:34:58,recommendation_shown,53,,False,
6,recommendation-actions,,76,2026-03-24T15:56:17,recommendation_clicked,97,,False,
362,user-events,,430,2026-03-25T09:40:42,view,21,,False,
165,notification-events,,543,2026-03-25T19:02:03,reminder_sent,75,,False,
132,user-events,,323,2026-03-26T01:14:49,add_to_cart,112,,False,
443,user-events,,428,2026-03-26T05:13:45,add_to_cart,64,,False,
359,user-events,,127,2026-03-27T02:21:56,add_to_cart,176,,False,
486,recommendation-actions,,911,2026-03-27T10:37:38,recommendation_shown,29,,False,
212,recommendation-actions,,592,2026-03-27T11:46:38,recommendation_shown,56,,False,
117,recommendation-actions,visitor_117,,2026-03-27T22:48:46,recommendation_shown,188,,True,home
341,user-events,visitor_341,,2026-03-28T01:17:52,view,84,,False,
160,user-events,,785,2026-03-28T07:09:10,quantity,148,,False,
459,user-events,,243,2026-03-28T17:45:13,add_to_cart,14,,False,
71,user-events,,321,2026-03-28T21:48:45,delete_from_cart,135,,False,
284,user-events,,826,2026-03-29T00:10:59,add_to_cart,,,False,
492,user-events,,8,2026-03-29T12:29:36,view,156,,False,
168,recommendation-actions,,308,2026-03-29T14:28:40,recommendation_clicked,87,,False,
320,user-events,,952,2026-03-30T13:13:31,add_to_cart,106,,False,
86,user-events,,356,2026-03-30T18:39:08,view,119,,False,
222,user-events,,465,2026-03-30T21:40:20,quantity,106,,False,
177,user-events,,869,2026-03-31T02:57:37,view,20,,True,final_cart
217,recommendation-actions,visitor_217,,2026-03-31T05:00:34,recommendation_accepted,,,False,
34,user-events,,832,2026-04-01T05:02:05,view,120,,False,
232,user-events,,26,2026-04-01T08:15:23,quantity,46,,False,
380,recommendation-actions,,790,2026-04-01T10:07:22,recommendation_shown,59,,False,
182,user-events,visitor_182,,2026-04-01T16:50:56,quantity,112,,False,
287,user-events,,207,2026-04-02T12:42:28,view,45,,False,
173,user-events,,368,2026-04-02T19:43:34,view,37,,True,notification
99,user-events,,127,2026-04-02T23:16:56,add_to_cart,160,,True,notification
115,user-events,,954,2026-04-04T12:10:20,view,78,,True,home
186,user-events,,307,2026-04-04T14:26:57,view,191,,True,notification
335,recommendation-actions,,122,2026-04-05T03:27:48,recommendation_shown,115,,False,
298,user-events,,470,2026-04-05T04:43:50,view,31,,False,
482,user-events,,329,2026-04-05T05:24:17,transaction,28,,True,product_detail
218,user-events,,640,2026-04-05T13:15:54,add_to_cart,124,,False,
491,user-events,,396,2026-04-05T15:11:58,transaction,48,,False,
159,user-events,visitor_159,,2026-04-05T22:38:18,view,191,,False,
413,user-events,,359,2026-04-06T01:08:22,view,129,,False,
370,recommendation-actions,,101,2026-04-06T08:11:04,recommendation_clicked,13,,False,
483,user-events,,613,2026-04-06T16:16:35,view,117,,False,
122,user-events,,161,2026-04-06T19:56:21,view,56,,False,
109,recommendation-actions,,436,2026-04-06T21:07:43,recommendation_shown,9,,False,
201,user-events,,786,2026-04-07T05:48:55,add_to_cart,151,,False,
326,recommendation-actions,,492,2026-04-07T06:45:57,recommendation_shown,10,,True,product_detail
210,user-events,,652,2026-04-07T18:14:19,view,8,,False,
259,user-events,,983,2026-04-08T01:23:46,view,,,False,
252,recommendation-actions,,256,2026-04-09T05:29:13,recommendation_accepted,191,,True,home
485,recommendation-actions,,870,2026-04-09T21:55:37,recommendation_accepted,168,,False,
48,user-events,visitor_48,,2026-04-10T21:05:47,view,150,,False,
414,user-events,visitor_414,,2026-04-10T23:39:52,add_to_cart,27,,False,
121,user-events,,520,2026-04-10T23:40:39,view,175,,False,
269,recommendation-actions,,651,2026-04-11T02:22:02,recommendation_accepted,6,,False,
166,user-events,,881,2026-04-11T08:11:16,view,125,,False,
271,user-events,,919,2026-04-11T23:44:40,delete_from_cart,90,,False,
454,recommendation-actions,visitor_454,,2026-04-12T03:01:20,recommendation_shown,141,,False,
426,user-events,,356,2026-04-12T05:23:37,view,62,,False,
110,recommendation-actions,,396,2026-04-12T16:59:13,recommendation_shown,46,,True,final_cart
275,user-events,,727,2026-04-13T07:06:07,transaction,179,,False,
398,user-events,,618,2026-04-13T07:34:15,view,158,,False,
267,recommendation-actions,,584,2026-04-13T08:10:02,recommendation_shown,131,,False,
462,user-events,,226,2026-04-13T19:42:40,view,186,,False,
423,user-events,,541,2026-04-13T19:46:35,view,107,,False,
375,user-events,visitor_375,,2026-04-14T14:00:44,add_to_cart,72,,False,
53,user-events,,865,2026-04-15T10:39:28,view,45,,False,
455,user-events,,156,2026-04-15T16:35:09,add_to_cart,23,,False,
73,user-events,,967,2026-04-15T20:35:45,add_to_cart,76,,False,
207,user-events,,61,2026-04-15T21:16:37,add_to_cart,200,,False,
402,recommendation-actions,,159,2026-04-16T21:10:27,recommendation_clicked,56,,False,
385,user-events,visitor_385,,2026-04-17T04:42:36,view,99,,False,
111,user-events,,324,2026-04-17T13:04:31,delete_from_cart,159,,False,
144,user-events,visitor_144,,2026-04-17T21:36:42,view,71,,False,
129,user-events,,426,2026-04-18T03:51:14,add_to_cart,,,True,final_cart
354,user-events,,67,2026-04-18T08:41:12,add_to_cart,85,,False,
141,user-events,,716,2026-04-18T10:32:52,transaction,73,,False,
50,user-events,,344,2026-04-18T17:29:28,add_to_cart,174,,True,notification
238,user-events,visitor_238,,2026-04-19T00:06:06,view,185,,False,
233,recommendation-actions,,667,2026-04-19T02:33:42,recommendation_shown,129,,False,
74,user-events,,59,2026-04-19T10:33:46,add_to_cart,66,,False,
373,user-events,,178,2026-04-19T20:54:35,add_to_cart,148,,False,
450,user-events,visitor_450,,2026-04-20T03:09:33,view,199,,False,
410,user-events,,450,2026-04-20T15:45:57,add_to_cart,95,,False,
493,user-events,,429,2026-04-20T16:24:31,view,22,,False,
258,user-events,visitor_258,,2026-04-21T01:29:36,quantity,185,,False,
112,user-events,,392,2026-04-21T05:32:12,view,185,,True,product_detail
106,user-events,,331,2026-04-21T16:31:26,view,78,,False,
433,user-events,,909,2026-04-21T20:58:50,add_to_cart,12,,False,
371,user-events,,839,2026-04-22T03:23:12,view,22,,False,
295,recommendation-actions,visitor_295,,2026-04-22T08:52:36,recommendation_accepted,15,,False,
49,recommendation-actions,,186,2026-04-22T15:45:35,recommendation_accepted,92,,False,
438,user-events,,781,2026-04-23T18:57:52,view,21,,False,
243,user-events,visitor_243,,2026-04-24T04:20:45,add_to_cart,105,,False,
58,recommendation-actions,,448,2026-04-24T18:50:03,recommendation_shown,63,,True,final_cart
185,user-events,,76,2026-04-24T20:35:33,view,93,,False,
184,recommendation-actions,,721,2026-04-24T23:00:26,recommendation_clicked,17,,False,
313,user-events,,171,2026-04-24T23:45:03,refund_request,15,ORD-XEKIM6ZW,False,
171,user-events,,360,2026-04-25T00:12:13,view,49,,False,
27,user-events,,923,2026-04-25T03:07:05,view,50,,False,
59,user-events,,462,2026-04-25T06:26:35,quantity,69,,False,
93,recommendation-actions,,611,2026-04-25T09:16:20,recommendation_shown,100,,True,final_cart
437,user-events,visitor_437,,2026-04-25T13:10:46,view,39,,False,
16,user-events,visitor_16,,2026-04-25T19:01:08,view,12,,False,
315,user-events,,415,2026-04-25T20:40:28,view,127,,False,
412,user-events,,448,2026-04-25T23:49:03,add_to_cart,14,,False,
489,user-events,,546,2026-04-26T07:33:16,quantity,123,,False,
465,user-events,,951,2026-04-26T09:13:48,view,192,,False,
21,user-events,,416,2026-04-26T18:49:57,view,67,,False,
420,user-events,,203,2026-04-27T06:46:47,view,101,,False,
75,notification-events,,714,2026-04-27T10:16:19,reminder_sent,61,,False,
196,user-events,,555,2026-04-27T10:19:09,view,183,,False,
407,recommendation-actions,,852,2026-04-27T15:03:22,recommendation_shown,131,,False,
300,user-events,,318,2026-04-28T04:18:10,view,156,,False,
419,user-events,,889,2026-04-28T17:11:19,delete_from_cart,184,,True,notification
316,recommendation-actions,visitor_316,,2026-04-28T18:00:35,recommendation_clicked,109,,False,
162,user-events,,325,2026-04-28T21:26:27,add_to_cart,39,,False,
445,recommendation-actions,,652,2026-04-29T02:12:20,recommendation_shown,143,,False,
206,user-events,,330,2026-04-29T10:58:43,view,120,,False,
227,recommendation-actions,,930,2026-04-29T12:13:36,recommendation_shown,55,,False,
180,user-events,,952,2026-04-29T18:21:18,view,158,,False,
103,user-events,visitor_103,,2026-04-29T19:33:21,quantity,66,,False,
65,recommendation-actions,,653,2026-04-30T02:03:17,recommendation_shown,140,,False,
145,recommendation-actions,visitor_145,,2026-04-30T15:10:42,recommendation_shown,156,,False,
440,user-events,,480,2026-05-01T07:02:37,delete_from_cart,62,,False,
28,recommendation-actions,,209,2026-05-01T08:54:45,recommendation_accepted,50,,False,
314,recommendation-actions,,933,2026-05-01T17:46:20,recommendation_shown,,,False,
449,user-events,,4,2026-05-01T21:39:52,view,78,,False,
153,user-events,,501,2026-05-01T22:09:55,view,47,,False,
323,user-events,,665,2026-05-02T10:51:48,view,,,False,
361,user-events,,739,2026-05-02T23:27:56,add_to_cart,,,True,home
231,user-events,,864,2026-05-03T03:35:41,view,36,,False,
23,user-events,visitor_23,,2026-05-03T07:09:28,view,125,,False,
451,user-events,visitor_451,,2026-05-03T15:37:06,view,69,,False,
262,user-events,,435,2026-05-04T04:06:37,view,85,,False,
151,user-events,,939,2026-05-04T05:59:24,add_to_cart,162,,False,
237,user-events,,965,2026-05-04T07:45:02,view,199,,True,final_cart
142,user-events,,159,2026-05-04T14:28:43,quantity,62,,False,
334,user-events,visitor_334,,2026-05-04T15:46:25,quantity,195,,False,
239,notification-events,,355,2026-05-05T06:06:07,discount_offer_sent,116,,False,
389,recommendation-actions,,494,2026-05-05T06:22:54,recommendation_shown,188,,False,
416,user-events,,585,2026-05-05T17:09:03,view,105,,True,notification
297,user-events,,972,2026-05-06T01:24:31,view,34,,False,
294,recommendation-actions,,547,2026-05-06T04:05:04,recommendation_shown,42,,False,
60,user-events,,313,2026-05-06T13:02:25,view,59,,False,
248,user-events,,478,2026-05-06T19:16:12,view,14,,False,
30,user-events,,870,2026-05-06T21:26:37,quantity,189,,False,
150,user-events,,320,2026-05-07T16:11:44,view,144,,False,
102,user-events,,292,2026-05-08T17:41:17,view,87,,False,
211,user-events,,154,2026-05-09T03:13:45,view,22,,False,
167,user-events,,611,2026-05-09T12:39:55,view,162,,False,
216,user-events,,55,2026-05-09T16:49:02,view,113,,False,
221,user-events,,972,2026-05-10T01:16:07,quantity,107,,False,
164,user-events,,155,2026-05-10T13:12:46,view,197,,True,notification
64,user-events,,163,2026-05-10T13:31:36,add_to_cart,103,,False,
143,user-events,visitor_143,,2026-05-10T21:42:33,view,60,,False,
19,user-events,visitor_19,,2026-05-11T00:51:21,view,134,,False,
266,user-events,,926,2026-05-11T14:34:08,transaction,95,,False,
61,user-events,visitor_61,,2026-05-12T11:00:26,transaction,52,,False,
338,user-events,visitor_338,,2026-05-12T13:17:59,view,143,,False,
327,user-events,visitor_327,,2026-05-12T16:05:14,view,72,,False,
101,user-events,,81,2026-05-13T03:30:50,view,166,,False,
473,user-events,,735,2026-05-13T22:17:28,view,10,,False,
147,user-events,,881,2026-05-15T06:03:23,quantity,101,,False,
148,user-events,visitor_148,,2026-05-15T06:10:11,quantity,72,,True,product_detail
496,notification-events,visitor_496,,2026-05-15T06:16:58,offer_accepted,155,ORD-35WQ024Q,False,
343,user-events,,291,2026-05-15T06:58:31,view,105,,False,
223,user-events,visitor_223,,2026-05-15T17:47:59,add_to_cart,169,,False,
146,user-events,,430,2026-05-16T14:47:29,transaction,157,,False,
351,user-events,,218,2026-05-16T16:12:46,view,10,,False,
235,user-events,,95,2026-05-18T09:05:43,view,37,,False,
118,recommendation-actions,visitor_118,,2026-05-18T10:12:05,recommendation_shown,136,,False,
405,user-events,visitor_405,,2026-05-18T14:54:25,view,61,,False,
276,user-events,,314,2026-05-19T01:16:41,add_to_cart,74,,False,
344,user-events,visitor_344,,2026-05-20T02:08:45,view,148,,True,product_detail
441,user-events,,61,2026-05-20T03:15:05,delete_from_cart,90,,False,
66,user-events,,90,2026-05-20T04:12:01,view,10,,False,
3,user-events,,726,2026-05-20T08:40:19,view,187,,False,
270,user-events,,552,2026-05-20T17:16:58,view,24,,False,
477,recommendation-actions,,686,2026-05-20T18:50:37,recommendation_shown,23,,False,
472,user-events,,803,2026-05-21T03:15:38,view,112,,False,
